learning rate;discount factor;initial q-hat value;score;states visited;failed trials
0.1;0.5;0;0.4096306068601583;0.036458333333333336;0.5333333333333333
0.1;0.5;1;1.4915572232645404;0.14322916666666666;0.16666666666666666
0.1;0.5;2;1.5269396551724137;0.09895833333333333;0.16666666666666666
0.1;0.5;3;1.6346633416458853;0.09114583333333333;0.06666666666666667
0.1;0.5;4;1.4038095238095238;0.10677083333333333;0.1
0.1;0.5;5;1.2538071065989849;0.13541666666666666;0.16666666666666666
0.1;0.5;6;0.9627831715210357;0.16145833333333334;0.26666666666666666
0.1;0.5;7;0.9725457570715474;0.16145833333333334;0.23333333333333334
0.1;0.5;8;0.8414442700156985;0.1484375;0.26666666666666666
0.1;0.5;9;0.7440944881889764;0.1640625;0.4
0.1;0.75;0;0.4224629418472064;0.033854166666666664;0.6333333333333333
0.1;0.75;1;1.725181598062954;0.1171875;0.03333333333333333
0.1;0.75;2;1.4319066147859922;0.1328125;0.2
0.1;0.75;3;1.5958333333333334;0.1015625;0.1
0.1;0.75;4;1.4460370994940979;0.15104166666666666;0.2
0.1;0.75;5;1.754060324825986;0.10677083333333333;0.03333333333333333
0.1;0.75;6;1.5084566596194504;0.15104166666666666;0.13333333333333333
0.1;0.75;7;1.364864864864865;0.12760416666666666;0.16666666666666666
0.1;0.75;8;1.0773524720893142;0.140625;0.3
0.1;0.75;9;1.1282051282051282;0.12239583333333333;0.26666666666666666
0.15;0.25;0;0.7936241610738255;0.046875;0.3
0.15;0.25;1;1.4732510288065843;0.08854166666666667;0.06666666666666667
0.15;0.25;2;1.458498023715415;0.125;0.03333333333333333
0.15;0.25;3;1.3830570902394106;0.140625;0.16666666666666666
0.15;0.25;4;1.2246376811594204;0.1484375;0.1
0.15;0.25;5;1.1312292358803986;0.14322916666666666;0.26666666666666666
0.15;0.25;6;1.0109612141652613;0.17447916666666666;0.2
0.15;0.25;7;0.920926517571885;0.15364583333333334;0.36666666666666664
0.15;0.25;8;0.9622331691297209;0.15364583333333334;0.26666666666666666
0.15;0.25;9;0.9530988274706867;0.12760416666666666;0.3333333333333333
0.15;0.5;0;0.5006784260515604;0.046875;0.4666666666666667
0.15;0.5;1;1.4504854368932039;0.1328125;0.23333333333333334
0.15;0.5;2;1.630071599045346;0.12760416666666666;0.13333333333333333
0.15;0.5;3;1.3979206049149338;0.1328125;0.2
0.15;0.5;4;1.4801762114537445;0.12239583333333333;0.13333333333333333
0.15;0.5;5;1.1856392294220666;0.11197916666666667;0.23333333333333334
0.15;0.5;6;1.2589605734767024;0.12239583333333333;0.13333333333333333
0.15;0.5;7;1.156140350877193;0.15104166666666666;0.26666666666666666
0.15;0.5;8;0.9308588064046579;0.13802083333333334;0.36666666666666664
0.15;0.5;9;0.8092621664050236;0.13541666666666666;0.5
0.15;0.75;0;0.9917279411764706;0.0390625;0.16666666666666666
0.15;0.75;1;1.6133474576271187;0.09114583333333333;0.1
0.15;0.75;2;1.704035874439462;0.11979166666666667;0.06666666666666667
0.15;0.75;3;1.504950495049505;0.11197916666666667;0.16666666666666666
0.15;0.75;4;1.685851318944844;0.125;0.06666666666666667
0.15;0.75;5;1.6205936920222634;0.11458333333333333;0.03333333333333333
0.15;0.75;6;1.7566585956416465;0.1015625;0.13333333333333333
0.15;0.75;7;1.4274193548387097;0.1171875;0.2
0.15;0.75;8;1.2641996557659207;0.15364583333333334;0.2
0.15;0.75;9;1.0424610051993068;0.1640625;0.3333333333333333
0.2;0.25;0;0.1383108935128519;0.041666666666666664;0.8333333333333334
0.2;0.25;1;1.617936117936118;0.10677083333333333;0.0
0.2;0.25;2;1.4429460580912863;0.10416666666666667;0.1
0.2;0.25;3;1.30859375;0.15885416666666666;0.06666666666666667
0.2;0.25;4;1.277462121212121;0.14583333333333334;0.13333333333333333
0.2;0.25;5;1.2504638218923934;0.14322916666666666;0.13333333333333333
0.2;0.25;6;0.9790322580645161;0.16927083333333334;0.36666666666666664
0.2;0.25;7;1.2221153846153847;0.14322916666666666;0.16666666666666666
0.2;0.25;8;1.1025641025641026;0.16666666666666666;0.2
0.2;0.25;9;0.9086538461538461;0.15885416666666666;0.26666666666666666
0.2;0.5;0;0.29849726775956287;0.044270833333333336;0.6333333333333333
0.2;0.5;1;1.6264367816091954;0.13020833333333334;0.1
0.2;0.5;2;1.6002132196162047;0.09114583333333333;0.13333333333333333
0.2;0.5;3;1.6426829268292682;0.1171875;0.1
0.2;0.5;4;1.570342205323194;0.125;0.06666666666666667
0.2;0.5;5;1.418279569892473;0.13020833333333334;0.16666666666666666
0.2;0.5;6;1.2539267015706805;0.13802083333333334;0.23333333333333334
0.2;0.5;7;1.1062091503267975;0.15625;0.23333333333333334
0.2;0.5;8;0.9465709728867624;0.16927083333333334;0.36666666666666664
0.2;0.5;9;1.0610932475884245;0.1484375;0.3
0.2;0.75;0;0.6100508905852418;0.052083333333333336;0.8
0.2;0.75;1;1.6401515151515151;0.12239583333333333;0.1
0.2;0.75;2;1.8;0.09114583333333333;0.03333333333333333
0.2;0.75;3;1.5452079566003616;0.13541666666666666;0.1
0.2;0.75;4;1.580128205128205;0.11979166666666667;0.2
0.2;0.75;5;1.5305719921104537;0.15364583333333334;0.1
0.2;0.75;6;1.444736842105263;0.14583333333333334;0.16666666666666666
0.2;0.75;7;1.4742798353909465;0.12760416666666666;0.2
0.2;0.75;8;1.5845511482254697;0.12239583333333333;0.0
0.2;0.75;9;1.2464678178963893;0.14583333333333334;0.13333333333333333
0.25;0.25;0;0.6259780907668232;0.036458333333333336;0.43333333333333335
0.25;0.25;1;1.5542725173210161;0.09375;0.0
0.25;0.25;2;1.462877030162413;0.109375;0.1
0.25;0.25;3;1.5641891891891893;0.09895833333333333;0.03333333333333333
0.25;0.25;4;1.4384787472035794;0.09895833333333333;0.06666666666666667
0.25;0.25;5;1.193916349809886;0.13541666666666666;0.16666666666666666
0.25;0.25;6;1.2703703703703704;0.12760416666666666;0.2
0.25;0.25;7;1.0392335766423357;0.109375;0.23333333333333334
0.25;0.25;8;1.1059245960502693;0.12239583333333333;0.16666666666666666
0.25;0.25;9;1.1592920353982301;0.09635416666666667;0.26666666666666666
0.25;0.5;0;0.31487695749440714;0.036458333333333336;0.7333333333333333
0.25;0.5;1;1.5223577235772359;0.1171875;0.16666666666666666
0.25;0.5;2;1.5873362445414847;0.14322916666666666;0.13333333333333333
0.25;0.5;3;1.5916496945010183;0.11979166666666667;0.03333333333333333
0.25;0.5;4;1.5730688935281838;0.109375;0.13333333333333333
0.25;0.5;5;1.3196308724832215;0.1328125;0.2
0.25;0.5;6;1.339250493096647;0.140625;0.16666666666666666
0.25;0.5;7;1.2816901408450705;0.11979166666666667;0.1
0.25;0.5;8;1.3275529865125242;0.125;0.13333333333333333
0.25;0.5;9;1.1097972972972974;0.15364583333333334;0.3
0.25;0.75;0;0.6983024691358025;0.044270833333333336;0.43333333333333335
0.25;0.75;1;1.6065259117082533;0.11979166666666667;0.0
0.25;0.75;2;1.6531007751937985;0.11979166666666667;0.06666666666666667
0.25;0.75;3;1.7707317073170732;0.10677083333333333;0.13333333333333333
0.25;0.75;4;1.5718503937007875;0.1328125;0.13333333333333333
0.25;0.75;5;1.8479899497487438;0.11197916666666667;0.06666666666666667
0.25;0.75;6;1.811881188118812;0.13020833333333334;0.03333333333333333
0.25;0.75;7;1.7473684210526317;0.11458333333333333;0.06666666666666667
0.25;0.75;8;1.2774957698815568;0.14583333333333334;0.23333333333333334
0.25;0.75;9;1.5241379310344827;0.13020833333333334;0.06666666666666667
0.3;0.25;0;0.7830188679245284;0.0390625;0.3
0.3;0.25;1;1.4290697674418604;0.08072916666666667;0.03333333333333333
0.3;0.25;2;1.5872093023255813;0.1328125;0.0
0.3;0.25;3;1.5183585313174945;0.08854166666666667;0.1
0.3;0.25;4;1.4526112185686655;0.14583333333333334;0.1
0.3;0.25;5;1.2659963436928703;0.140625;0.1
0.3;0.25;6;1.1898238747553815;0.13802083333333334;0.16666666666666666
0.3;0.25;7;1.147804054054054;0.1328125;0.2
0.3;0.25;8;1.0819672131147542;0.11458333333333333;0.23333333333333334
0.3;0.25;9;1.2518337408312958;0.09895833333333333;0.13333333333333333
0.3;0.5;0;0.30809399477806787;0.033854166666666664;0.7333333333333333
0.3;0.5;1;1.67;0.11458333333333333;0.06666666666666667
0.3;0.5;2;1.429097605893186;0.13802083333333334;0.2
0.3;0.5;3;1.5819366852886405;0.12760416666666666;0.0
0.3;0.5;4;1.5522727272727272;0.13541666666666666;0.16666666666666666
0.3;0.5;5;1.2530120481927711;0.13802083333333334;0.3
0.3;0.5;6;1.2131979695431472;0.15104166666666666;0.2
0.3;0.5;7;1.3625886524822695;0.140625;0.06666666666666667
0.3;0.5;8;1.2126334519572954;0.11979166666666667;0.3333333333333333
0.3;0.5;9;1.1961678832116789;0.14583333333333334;0.23333333333333334
0.3;0.75;0;0.4970326409495549;0.044270833333333336;0.5
0.3;0.75;1;1.3558558558558558;0.13541666666666666;0.36666666666666664
0.3;0.75;2;1.6069042316258353;0.13541666666666666;0.13333333333333333
0.3;0.75;3;1.7705479452054795;0.11979166666666667;0.03333333333333333
0.3;0.75;4;1.5290806754221389;0.13541666666666666;0.16666666666666666
0.3;0.75;5;1.734924623115578;0.13020833333333334;0.0
0.3;0.75;6;1.6524663677130045;0.11458333333333333;0.1
0.3;0.75;7;1.4573268921095008;0.171875;0.2
0.3;0.75;8;1.5421245421245422;0.1640625;0.06666666666666667
0.3;0.75;9;1.4875259875259876;0.13802083333333334;0.1
0.35000000000000003;0.25;0;0.4936440677966102;0.041666666666666664;0.5
0.35000000000000003;0.25;1;1.6331775700934579;0.11197916666666667;0.0
0.35000000000000003;0.25;2;1.6379716981132075;0.09375;0.03333333333333333
0.35000000000000003;0.25;3;1.5259593679458239;0.109375;0.03333333333333333
0.35000000000000003;0.25;4;1.3188720173535793;0.10677083333333333;0.1
0.35000000000000003;0.25;5;1.439102564102564;0.125;0.06666666666666667
0.35000000000000003;0.25;6;1.1123188405797102;0.140625;0.23333333333333334
0.35000000000000003;0.25;7;1.4215686274509804;0.125;0.13333333333333333
0.35000000000000003;0.25;8;1.2055335968379446;0.1328125;0.06666666666666667
0.35000000000000003;0.25;9;1.1819787985865724;0.1796875;0.2
0.35000000000000003;0.5;0;0.7353923205342237;0.049479166666666664;0.43333333333333335
0.35000000000000003;0.5;1;1.6967545638945234;0.13802083333333334;0.1
0.35000000000000003;0.5;2;1.4979296066252588;0.10416666666666667;0.16666666666666666
0.35000000000000003;0.5;3;1.6655251141552512;0.109375;0.06666666666666667
0.35000000000000003;0.5;4;1.3838652482269505;0.16145833333333334;0.26666666666666666
0.35000000000000003;0.5;5;1.3355140186915888;0.16927083333333334;0.16666666666666666
0.35000000000000003;0.5;6;1.2876190476190477;0.15625;0.3
0.35000000000000003;0.5;7;1.3715415019762847;0.13020833333333334;0.16666666666666666
0.35000000000000003;0.5;8;1.2941176470588236;0.16666666666666666;0.13333333333333333
0.35000000000000003;0.5;9;1.31433506044905;0.14322916666666666;0.16666666666666666
0.35000000000000003;0.75;0;0.08716136631330977;0.046875;0.9333333333333333
0.35000000000000003;0.75;1;1.5349056603773585;0.12760416666666666;0.13333333333333333
0.35000000000000003;0.75;2;1.6180257510729614;0.10677083333333333;0.16666666666666666
0.35000000000000003;0.75;3;1.6690721649484537;0.11197916666666667;0.1
0.35000000000000003;0.75;4;1.6617021276595745;0.11979166666666667;0.16666666666666666
0.35000000000000003;0.75;5;1.564327485380117;0.13541666666666666;0.13333333333333333
0.35000000000000003;0.75;6;1.7595238095238095;0.109375;0.03333333333333333
0.35000000000000003;0.75;7;1.5705645161290323;0.12239583333333333;0.13333333333333333
0.35000000000000003;0.75;8;1.5427974947807934;0.13802083333333334;0.1
0.35000000000000003;0.75;9;1.2115384615384615;0.12760416666666666;0.26666666666666666
0.4;0.25;0;0.057579318448883664;0.033854166666666664;0.9333333333333333
0.4;0.25;1;1.279611650485437;0.12760416666666666;0.1
0.4;0.25;2;1.6662679425837321;0.1171875;0.03333333333333333
0.4;0.25;3;1.3891304347826088;0.125;0.06666666666666667
0.4;0.25;4;1.381489841986456;0.12760416666666666;0.1
0.4;0.25;5;1.485611510791367;0.1015625;0.06666666666666667
0.4;0.25;6;1.6151832460732984;0.109375;0.06666666666666667
0.4;0.25;7;1.2703488372093024;0.14322916666666666;0.13333333333333333
0.4;0.25;8;1.3182656826568266;0.1328125;0.03333333333333333
0.4;0.25;9;1.2380952380952381;0.11197916666666667;0.13333333333333333
0.4;0.5;0;0.14366373902132998;0.044270833333333336;0.9
0.4;0.5;1;1.759009009009009;0.109375;0.0
0.4;0.5;2;1.5934182590233545;0.10416666666666667;0.13333333333333333
0.4;0.5;3;1.7359413202933984;0.11458333333333333;0.13333333333333333
0.4;0.5;4;1.4816849816849818;0.13541666666666666;0.1
0.4;0.5;5;1.5843881856540085;0.1328125;0.1
0.4;0.5;6;1.3061224489795917;0.13541666666666666;0.23333333333333334
0.4;0.5;7;1.3694779116465863;0.13802083333333334;0.13333333333333333
0.4;0.5;8;1.2872881355932204;0.14322916666666666;0.16666666666666666
0.4;0.5;9;1.321976149914821;0.13802083333333334;0.2
0.4;0.75;0;0.8362218370883883;0.0390625;0.2
0.4;0.75;1;1.6111111111111112;0.125;0.1
0.4;0.75;2;1.4507042253521127;0.11458333333333333;0.13333333333333333
0.4;0.75;3;1.608695652173913;0.1171875;0.16666666666666666
0.4;0.75;4;1.5933572710951527;0.1328125;0.1
0.4;0.75;5;1.710989010989011;0.125;0.06666666666666667
0.4;0.75;6;1.6357615894039734;0.1328125;0.1
0.4;0.75;7;1.5625;0.1328125;0.13333333333333333
0.4;0.75;8;1.3245762711864406;0.12760416666666666;0.23333333333333334
0.4;0.75;9;1.2132987910189983;0.16666666666666666;0.26666666666666666
0.45;0.25;0;0.8216510903426791;0.041666666666666664;0.26666666666666666
0.45;0.25;1;1.598503740648379;0.10677083333333333;0.03333333333333333
0.45;0.25;2;1.6078199052132702;0.10416666666666667;0.06666666666666667
0.45;0.25;3;1.380281690140845;0.13541666666666666;0.03333333333333333
0.45;0.25;4;1.3817097415506958;0.12760416666666666;0.06666666666666667
0.45;0.25;5;1.517401392111369;0.13541666666666666;0.13333333333333333
0.45;0.25;6;1.4651685393258427;0.13541666666666666;0.06666666666666667
0.45;0.25;7;1.2067594433399602;0.13802083333333334;0.13333333333333333
0.45;0.25;8;1.2294007490636705;0.16666666666666666;0.16666666666666666
0.45;0.25;9;1.2134831460674158;0.14322916666666666;0.16666666666666666
0.45;0.5;0;0.40094979647218454;0.044270833333333336;0.6666666666666666
0.45;0.5;1;1.6652977412731007;0.1171875;0.1
0.45;0.5;2;1.7105263157894737;0.12239583333333333;0.1
0.45;0.5;3;1.4257425742574257;0.1640625;0.26666666666666666
0.45;0.5;4;1.5684410646387832;0.15104166666666666;0.06666666666666667
0.45;0.5;5;1.4684418145956608;0.1484375;0.13333333333333333
0.45;0.5;6;1.5829741379310345;0.12760416666666666;0.1
0.45;0.5;7;1.425;0.13541666666666666;0.23333333333333334
0.45;0.5;8;1.3790170132325141;0.140625;0.16666666666666666
0.45;0.5;9;1.4321561338289963;0.10677083333333333;0.16666666666666666
0.45;0.75;0;0.24109263657957244;0.036458333333333336;0.7333333333333333
0.45;0.75;1;1.6170212765957446;0.11197916666666667;0.13333333333333333
0.45;0.75;2;1.7262396694214877;0.11458333333333333;0.03333333333333333
0.45;0.75;3;1.3746105919003115;0.14583333333333334;0.3
0.45;0.75;4;1.6563192904656319;0.1328125;0.1
0.45;0.75;5;1.597;0.125;0.1
0.45;0.75;6;1.3916211293260474;0.1484375;0.13333333333333333
0.45;0.75;7;1.4271028037383178;0.140625;0.26666666666666666
0.45;0.75;8;1.3932584269662922;0.13802083333333334;0.13333333333333333
0.45;0.75;9;1.4056974459724951;0.09635416666666667;0.2
